order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
85,6351,2025-04-11,222,2,382.46,764.92,Completed,2025-04-13
86,3526,2022-10-10,324,3,197.74,593.22,Completed,2022-10-11
87,3569,2024-09-12,188,3,232.84,698.52,Completed,2024-09-14
88,7655,2022-11-20,459,1,460.64,460.64,Completed,2022-11-20
89,9216,2022-01-04,467,3,439.37,1318.11,Completed,2022-01-07
90,6206,2022-12-17,482,5,431.58,2157.90,Completed,2022-12-19
91,6414,2021-10-18,150,5,357.62,1788.10,Completed,2021-10-20
92,3196,2022-03-14,16,2,32.82,65.64,Completed,2022-03-14
93,7978,2020-04-09,474,1,316.89,316.89,Completed,2020-04-11
94,2123,2025-12-13,419,1,402.48,402.48,Completed,2025-12-15
95,1205,2025-03-13,458,1,221.87,221.87,Pending,
96,5155,2021-03-18,467,3,439.37,1318.11,Completed,2021-03-19
97,5762,2023-09-11,463,3,450.13,1350.39,Completed,2023-09-12
98,8784,2022-06-25,98,3,242.84,728.52,Completed,2022-06-26
99,4819,2025-03-19,238,4,278.69,1114.76,Completed,2025-03-22
100,236,2020-06-28,288,2,87.00,174.00,Completed,2020-06-28
101,9105,2025-09-04,312,5,477.29,2386.45,Pending,
102,4127,2022-02-22,64,3,94.81,284.43,Completed,2022-02-22
103,769,2022-08-01,352,2,107.08,214.16,Completed,2022-08-04
104,5629,2024-07-13,471,4,156.16,624.64,Completed,2024-07-16
105,9583,2022-12-09,241,4,367.70,1470.80,Completed,2022-12-11
106,9852,2023-03-26,152,3,178.63,535.89,Completed,2023-03-27
107,9085,2020-10-04,174,2,34.97,69.94,Completed,2020-10-05
108,7229,2020-04-26,123,1,427.44,427.44,Completed,2020-04-28
109,7312,2022-02-28,445,1,197.63,197.63,Completed,2022-02-28
110,4218,2022-10-02,290,1,44.40,44.40,Completed,2022-10-05
111,6671,2021-08-02,326,2,142.01,284.02,Cancelled,
112,2862,2024-06-05,142,3,70.39,211.17,Completed,2024-06-06
113,4789,2023-05-27,341,4,416.84,1667.36,Completed,2023-05-27
114,7410,2024-01-09,66,4,152.37,609.48,Completed,2024-01-12
115,4698,2024-05-06,417,4,365.07,1460.28,Completed,2024-05-09
116,2000,2022-12-10,416,3,351.65,1054.95,Completed,2022-12-13
117,5156,2024-09-17,480,4,27.08,108.32,Completed,2024-09-20
118,4707,2021-10-14,496,1,405.68,405.68,Completed,2021-10-16
119,5957,2022-12-31,40,5,478.34,2391.70,Completed,2023-01-03
120,3063,2020-06-13,468,4,243.88,975.52,Completed,2020-06-13
121,3937,2024-06-11,399,2,439.10,878.20,Pending,
122,4668,2020-03-15,79,1,197.17,197.17,Cancelled,
123,3153,2023-03-22,11,5,447.40,2237.00,Pending,
124,2682,2021-10-04,483,4,455.80,1823.20,Completed,2021-10-05
125,5034,2021-02-05,41,1,69.82,69.82,Pending,
126,2962,2025-07-14,230,5,431.66,2158.30,Completed,2025-07-17
127,5906,2021-06-02,472,5,31.70,158.50,Completed,2021-06-05
128,321,2022-09-09,16,4,32.82,131.28,Completed,2022-09-12
129,2068,2022-05-02,414,5,314.40,1572.00,Pending,
130,4739,2024-01-31,101,3,265.05,795.15,Completed,2024-01-31
131,4753,2021-08-13,321,2,242.77,485.54,Completed,2021-08-14
132,3402,2024-03-18,12,5,397.25,1986.25,Cancelled,
133,4267,2023-09-30,323,2,253.54,507.08,Pending,
134,3579,2023-06-01,498,5,299.34,1496.70,Pending,
135,7912,2025-05-09,115,2,303.82,607.64,Completed,2025-05-09
136,5669,2023-11-08,385,2,439.58,879.16,Completed,2023-11-11
137,2436,2020-04-28,147,1,98.03,98.03,Completed,2020-04-30
138,8385,2025-08-04,402,3,385.22,1155.66,Completed,2025-08-05
139,2604,2023-11-05,330,4,43.65,174.60,Pending,
140,752,2021-07-30,124,1,120.33,120.33,Completed,2021-07-31
141,3029,2021-05-15,484,2,144.57,289.14,Completed,2021-05-18
142,2943,2023-06-21,161,3,325.70,977.10,Completed,2023-06-22
143,6583,2024-05-13,140,1,389.93,389.93,Pending,
144,7802,2021-04-25,188,2,232.84,465.68,Completed,2021-04-28
145,5856,2020-08-24,107,1,230.19,230.19,Cancelled,
146,9415,2025-07-29,156,2,417.63,835.26,Completed,2025-07-31
147,9686,2022-04-18,128,5,7.10,35.50,Pending,
148,9107,2024-04-21,436,1,324.55,324.55,Completed,2024-04-24
149,4208,2021-02-23,341,5,416.84,2084.20,Completed,2021-02-26
150,2109,2024-06-07,164,1,59.64,59.64,Completed,2024-06-10
151,8273,2021-04-11,496,5,405.68,2028.40,Completed,2021-04-11
152,167,2024-02-28,352,4,107.08,428.32,Completed,2024-03-02
153,9468,2025-02-25,68,2,279.87,559.74,Completed,2025-02-25
154,7857,2020-04-17,136,3,97.10,291.30,Pending,
155,8664,2024-07-04,242,2,140.47,280.94,Cancelled,
156,1993,2024-05-14,408,1,479.63,479.63,Cancelled,
157,1336,2025-04-25,290,5,44.40,222.00,Pending,
158,2404,2021-05-06,479,3,16.89,50.67,Completed,2021-05-07
159,9921,2022-05-29,165,1,484.87,484.87,Completed,2022-06-01
160,2311,2022-07-24,127,4,272.36,1089.44,Completed,2022-07-26
161,196,2020-07-22,485,2,324.61,649.22,Cancelled,
162,6324,2021-01-05,343,5,181.84,909.20,Completed,2021-01-06
163,1406,2025-10-11,443,4,321.50,1286.00,Cancelled,
164,8940,2025-12-01,222,1,382.46,382.46,Completed,2025-12-03
165,566,2021-06-16,53,1,429.60,429.60,Completed,2021-06-17
166,5294,2025-03-27,208,5,294.68,1473.40,Completed,2025-03-28
167,2011,2021-03-27,27,4,450.48,1801.92,Completed,2021-03-29
168,4779,2022-02-26,454,5,127.55,637.75,Completed,2022-02-26
169,2446,2022-05-23,305,4,11.77,47.08,Completed,2022-05-24
170,5098,2022-07-27,310,1,410.55,410.55,Pending,
171,3627,2022-01-15,160,1,209.86,209.86,Completed,2022-01-18
172,9775,2024-01-17,421,3,135.44,406.32,Completed,2024-01-18
173,9612,2024-10-31,352,1,107.08,107.08,Completed,2024-11-03
174,9337,2022-08-18,360,3,140.50,421.50,Completed,2022-08-19
175,1688,2022-02-02,215,5,85.51,427.55,Pending,
176,3749,2021-02-14,426,5,36.72,183.60,Pending,
177,8836,2022-02-19,453,1,97.03,97.03,Completed,2022-02-20
178,8353,2025-07-31,97,2,148.20,296.40,Completed,2025-08-03
179,4043,2022-09-15,430,3,324.68,974.04,Cancelled,
180,4212,2024-10-29,479,1,16.89,16.89,Completed,2024-10-29
181,7929,2025-08-27,494,1,451.01,451.01,Completed,2025-08-27
182,6381,2023-07-09,384,3,110.53,331.59,Completed,2023-07-12
183,1743,2020-05-22,438,5,62.75,313.75,Completed,2020-05-23
184,6967,2021-10-21,472,3,31.70,95.10,Completed,2021-10-24
185,7780,2024-05-16,7,1,52.50,52.50,Pending,
186,73,2020-04-30,426,5,36.72,183.60,Completed,2020-04-30
187,9888,2024-05-24,157,1,406.73,406.73,Completed,2024-05-27
188,7450,2024-01-17,234,4,452.49,1809.96,Completed,2024-01-18
189,3035,2022-03-15,334,4,210.49,841.96,Completed,2022-03-18
190,4264,2024-04-14,109,1,113.44,113.44,Completed,2024-04-17
191,4206,2025-07-02,86,3,490.27,1470.81,Pending,
192,7576,2023-02-19,499,5,215.18,1075.90,Completed,2023-02-21
193,6437,2022-02-02,201,3,150.14,450.42,Completed,2022-02-03
194,2671,2023-12-29,401,4,209.90,839.60,Completed,2024-01-01
195,3972,2025-07-17,303,2,206.03,412.06,Completed,2025-07-18
196,3412,2022-08-31,208,1,294.68,294.68,Pending,
197,4850,2020-10-08,369,3,81.28,243.84,Completed,2020-10-09
198,4011,2024-12-10,239,2,267.48,534.96,Completed,2024-12-11
199,8583,2025-02-04,252,4,455.81,1823.24,Completed,2025-02-05
200,6093,2023-11-24,448,5,354.08,1770.40,Completed,2023-11-27
201,3497,2023-05-05,300,1,5.02,5.02,Pending,
202,9686,2025-10-09,450,3,58.39,175.17,Completed,2025-10-11
203,4380,2024-04-25,108,1,10.88,10.88,Completed,2024-04-27
204,6249,2021-03-06,2,3,418.61,1255.83,Completed,2021-03-08
205,6543,2020-10-04,180,5,20.85,104.25,Completed,2020-10-07
206,982,2020-05-05,193,1,205.64,205.64,Pending,
207,3502,2023-08-08,270,4,11.83,47.32,Completed,2023-08-09
208,1995,2023-05-18,400,4,329.37,1317.48,Completed,2023-05-21
209,1478,2022-05-23,437,4,277.63,1110.52,Completed,2022-05-24
210,2132,2025-07-21,289,4,322.69,1290.76,Completed,2025-07-23
211,3234,2023-07-02,152,4,178.63,714.52,Completed,2023-07-03
212,7750,2022-04-01,125,1,253.23,253.23,Completed,2022-04-03
213,10,2021-04-28,8,3,182.72,548.16,Completed,2021-04-29
214,4921,2020-04-28,397,1,132.29,132.29,Completed,2020-04-29
215,2334,2020-11-28,168,5,288.43,1442.15,Pending,
216,1179,2021-04-08,73,5,6.46,32.30,Pending,
217,4836,2024-06-22,303,3,206.03,618.09,Completed,2024-06-23
218,5773,2022-03-13,461,1,171.28,171.28,Pending,
219,2675,2020-01-30,110,5,459.22,2296.10,Completed,2020-01-31
220,9302,2025-11-14,238,3,278.69,836.07,Completed,2025-11-17
221,3723,2023-10-24,416,3,351.65,1054.95,Completed,2023-10-26
222,4397,2025-05-11,64,4,94.81,379.24,Cancelled,
223,7008,2021-10-22,62,1,47.48,47.48,Completed,2021-10-25
224,7934,2024-09-10,472,2,31.70,63.40,Completed,2024-09-12
225,5746,2022-07-23,402,1,385.22,385.22,Completed,2022-07-23
226,8222,2021-07-05,246,2,445.30,890.60,Cancelled,
227,732,2020-04-14,368,5,29.69,148.45,Cancelled,
228,9945,2022-12-12,267,3,383.92,1151.76,Completed,2022-12-13
229,775,2020-11-29,192,2,456.55,913.10,Pending,
230,3600,2025-05-30,15,4,315.16,1260.64,Cancelled,
231,1527,2022-08-28,17,1,23.90,23.90,Completed,2022-08-29
232,8969,2021-09-23,114,5,375.86,1879.30,Pending,
233,3177,2023-07-05,447,2,74.52,149.04,Completed,2023-07-06
234,4112,2023-01-12,483,5,455.80,2279.00,Completed,2023-01-15
235,9511,2023-06-07,354,1,351.52,351.52,Completed,2023-06-07
236,2771,2021-12-03,107,2,230.19,460.38,Completed,2021-12-06
237,5455,2022-12-07,179,2,472.68,945.36,Completed,2022-12-10
238,9917,2022-01-24,433,4,112.18,448.72,Pending,
239,687,2023-08-16,489,2,90.37,180.74,Cancelled,
240,2391,2023-07-20,381,1,333.41,333.41,Completed,2023-07-23
241,4377,2022-07-27,29,3,240.17,720.51,Pending,
242,2672,2022-02-24,139,2,436.25,872.50,Completed,2022-02-24
243,8643,2020-07-19,488,5,168.35,841.75,Pending,
244,3164,2024-12-17,138,1,124.51,124.51,Completed,2024-12-17
245,3289,2022-02-02,206,3,18.67,56.01,Completed,2022-02-03
246,5235,2020-07-01,178,3,278.70,836.10,Completed,2020-07-01
247,7507,2023-09-01,29,3,240.17,720.51,Completed,2023-09-02
248,6712,2021-07-03,384,1,110.53,110.53,Completed,2021-07-05
249,2883,2022-01-02,26,1,66.11,66.11,Completed,2022-01-04
250,8798,2022-05-23,25,3,78.80,236.40,Pending,
251,6256,2025-05-25,44,4,84.85,339.40,Cancelled,
252,3907,2022-10-11,371,4,285.07,1140.28,Cancelled,
253,6486,2021-09-28,79,3,197.17,591.51,Pending,
254,9936,2024-11-21,403,1,475.38,475.38,Cancelled,
255,9442,2020-10-04,384,2,110.53,221.06,Completed,2020-10-07
256,9871,2021-11-06,282,3,66.70,200.10,Cancelled,
257,7291,2025-11-01,46,2,22.59,45.18,Completed,2025-11-04
258,4944,2024-04-25,92,3,46.54,139.62,Completed,2024-04-25
259,853,2024-03-31,260,3,441.22,1323.66,Completed,2024-04-02
260,6061,2024-08-11,469,4,286.74,1146.96,Completed,2024-08-12
261,9062,2024-12-30,292,1,378.50,378.50,Completed,2024-12-31
262,9039,2021-02-02,52,3,43.70,131.10,Completed,2021-02-02
263,239,2020-05-17,236,1,139.92,139.92,Completed,2020-05-17
264,6360,2022-05-11,301,2,191.18,382.36,Completed,2022-05-11
265,8457,2021-05-04,235,5,96.00,480.00,Completed,2021-05-05
266,277,2023-03-25,401,1,209.90,209.90,Completed,2023-03-27
267,2219,2021-02-12,478,4,90.18,360.72,Completed,2021-02-15
268,7543,2024-03-05,313,5,421.98,2109.90,Pending,
269,987,2024-08-09,173,1,218.62,218.62,Completed,2024-08-11
270,5715,2024-06-21,33,4,276.24,1104.96,Completed,2024-06-22
271,6443,2022-02-09,313,3,421.98,1265.94,Pending,
272,1735,2023-10-27,401,3,209.90,629.70,Pending,
273,3122,2021-03-30,144,1,290.53,290.53,Completed,2021-03-30
274,6469,2022-10-07,134,5,89.56,447.80,Completed,2022-10-07
275,4579,2022-09-04,440,3,286.53,859.59,Cancelled,
276,6078,2020-08-02,452,2,203.87,407.74,Pending,
277,5175,2022-02-26,369,4,81.28,325.12,Completed,2022-02-27
278,4456,2022-05-10,368,5,29.69,148.45,Completed,2022-05-12
279,7046,2025-09-09,245,4,392.29,1569.16,Cancelled,
280,7675,2025-10-11,160,3,209.86,629.58,Completed,2025-10-14
281,9485,2024-09-01,203,4,165.63,662.52,Completed,2024-09-02
282,5346,2023-06-09,481,5,198.44,992.20,Completed,2023-06-09
283,9339,2020-11-13,382,5,172.34,861.70,Completed,2020-11-16
284,7809,2025-07-22,73,2,6.46,12.92,Completed,2025-07-24
285,5977,2022-08-06,469,1,286.74,286.74,Completed,2022-08-08
286,2906,2021-05-20,28,5,380.63,1903.15,Cancelled,
287,6848,2025-06-28,330,3,43.65,130.95,Completed,2025-07-01
288,6080,2024-01-28,285,3,269.90,809.70,Cancelled,
289,1712,2020-04-29,173,2,218.62,437.24,Completed,2020-05-01
290,5710,2024-12-22,482,1,431.58,431.58,Completed,2024-12-22
291,5575,2022-09-28,237,3,231.78,695.34,Pending,
292,9428,2024-06-19,295,2,173.98,347.96,Pending,
293,8289,2021-04-07,385,5,439.58,2197.90,Completed,2021-04-07
294,7167,2025-09-07,124,5,120.33,601.65,Completed,2025-09-08
295,8261,2021-08-28,228,5,122.19,610.95,Completed,2021-08-29
296,427,2020-05-15,174,3,34.97,104.91,Pending,
297,5685,2024-11-25,452,1,203.87,203.87,Completed,2024-11-27
298,3441,2023-12-21,254,2,234.93,469.86,Completed,2023-12-21
299,3411,2020-08-06,492,3,31.88,95.64,Completed,2020-08-07
300,5827,2021-03-04,230,2,431.66,863.32,Completed,2021-03-04
301,3544,2023-11-07,41,4,69.82,279.28,Completed,2023-11-07
302,9192,2021-05-10,97,4,148.20,592.80,Completed,2021-05-12
303,3257,2022-08-09,447,5,74.52,372.60,Completed,2022-08-11
304,7734,2020-11-10,23,2,409.19,818.38,Completed,2020-11-13
305,,2023-04-28,123,3,427.44,1282.32,Pending,
306,8860,2021-03-02,21,3,480.81,1442.43,Completed,2021-03-04
307,8752,2022-03-21,134,5,89.56,447.80,Completed,2022-03-21
308,8036,2025-12-31,370,4,342.10,1368.40,Completed,2025-12-31
309,1705,2020-01-25,277,4,490.83,1963.32,Pending,
310,7093,2020-09-26,194,1,12.10,12.10,Cancelled,
311,5359,2023-09-24,182,5,132.43,662.15,Completed,2023-09-27
312,773,2023-01-28,33,5,276.24,1381.20,Cancelled,
313,1797,2021-10-09,475,1,161.98,161.98,Completed,2021-10-11
314,1532,2021-06-15,129,3,320.59,961.77,Completed,2021-06-15
315,8688,2021-09-30,435,4,143.17,572.68,Completed,2021-10-02
316,8826,2020-06-25,376,5,7.43,37.15,Completed,2020-06-26
317,2495,2021-02-01,424,1,252.12,252.12,Completed,2021-02-03
318,304,2023-07-12,385,5,439.58,2197.90,Pending,
319,4619,2025-03-26,418,5,136.36,681.80,Cancelled,
320,9815,2022-04-19,108,3,10.88,32.64,Pending,
321,7451,2020-10-14,473,1,56.70,56.70,Completed,2020-10-14
322,5419,2025-11-29,393,4,25.71,102.84,Completed,2025-12-01
323,3655,2020-01-25,457,2,159.44,318.88,Completed,2020-01-27
324,4470,2021-04-25,98,1,242.84,242.84,Completed,2021-04-27
325,9506,2024-05-10,10,4,260.23,1040.92,Completed,2024-05-12
326,5575,2022-05-21,113,1,186.72,186.72,Completed,2022-05-22
327,7621,2023-12-27,287,4,164.60,658.40,Completed,2023-12-28
328,3460,2020-05-03,252,2,455.81,911.62,Pending,
329,79,2023-02-01,401,1,209.90,209.90,Completed,2023-02-03
330,9856,2023-04-06,19,5,52.96,264.80,Completed,2023-04-08
331,6283,2021-01-02,181,3,134.17,402.51,Cancelled,
332,2195,2022-12-10,213,4,122.83,491.32,Completed,2022-12-12
333,8962,2023-01-30,27,1,450.48,450.48,Cancelled,
334,8948,2020-11-19,3,5,486.86,2434.30,Completed,2020-11-21
335,5622,2020-09-17,184,1,271.40,271.40,Cancelled,
336,4817,2021-09-07,309,3,442.58,1327.74,Pending,
337,8349,2025-08-14,489,5,90.37,451.85,Completed,2025-08-14
338,8134,2021-02-18,179,3,472.68,1418.04,Completed,2021-02-18
339,1263,2025-03-03,368,2,29.69,59.38,Cancelled,
340,6474,2021-07-30,182,2,132.43,264.86,Pending,
341,7744,2023-07-30,167,2,126.89,253.78,Completed,2023-07-30
342,8526,2023-09-11,194,3,12.10,36.30,Completed,2023-09-11
343,485,2023-09-19,237,3,231.78,695.34,Completed,2023-09-19
344,8959,2020-04-08,64,4,94.81,379.24,Completed,2020-04-08
345,1885,2025-10-06,92,2,46.54,93.08,Completed,2025-10-09
346,1779,2024-12-26,92,3,46.54,139.62,Completed,2024-12-29
347,714,2025-10-28,129,3,320.59,961.77,Completed,2025-10-30
348,9898,2023-08-14,18,3,438.14,1314.42,Completed,2023-08-17
349,4522,2020-05-28,258,4,88.88,355.52,Completed,2020-05-30
350,3899,2020-11-06,271,2,154.90,309.80,Completed,2020-11-06
351,1593,2022-03-03,114,2,375.86,751.72,Pending,
352,6041,2021-01-05,198,1,57.51,57.51,Completed,2021-01-08
353,7789,2024-05-12,277,3,490.83,1472.49,Completed,2024-05-15
354,6588,2020-06-21,335,1,202.09,202.09,Cancelled,
355,8087,2023-08-27,312,5,477.29,2386.45,Completed,2023-08-27
356,3562,2023-07-24,145,3,414.82,1244.46,Completed,2023-07-26
357,7664,2024-07-17,184,3,271.40,814.20,Cancelled,
358,3207,2025-03-21,370,2,342.10,684.20,Completed,2025-03-24
359,4068,2022-05-07,146,2,7.97,15.94,Completed,2022-05-08
360,4960,2025-02-23,309,1,442.58,442.58,Completed,2025-02-26
361,512,2020-08-29,32,3,467.83,1403.49,Completed,2020-08-29
362,9599,2021-08-15,139,2,436.25,872.50,Completed,2021-08-18
363,427,2022-05-21,170,2,87.33,174.66,Pending,
364,7087,2023-11-30,475,2,161.98,323.96,Cancelled,
365,6152,2025-02-14,478,3,90.18,270.54,Completed,2025-02-16
366,6742,2021-03-12,87,1,259.07,259.07,Completed,2021-03-13
367,7552,2024-12-09,80,1,378.67,378.67,Pending,
368,72,2021-10-28,220,5,354.13,1770.65,Completed,2021-10-31
369,6531,2024-12-14,114,3,375.86,1127.58,Completed,2024-12-15
370,963,2020-09-18,247,4,155.35,621.40,Completed,2020-09-19
371,6103,2023-01-23,448,1,354.08,354.08,Completed,2023-01-25
372,4200,2020-10-08,332,3,468.81,1406.43,Completed,2020-10-10
373,3721,2023-09-24,195,2,230.67,461.34,Pending,
374,1380,2022-08-18,379,3,447.60,1342.80,Cancelled,
375,2723,2025-10-10,291,3,151.12,453.36,Cancelled,
376,8996,2021-01-03,289,3,322.69,968.07,Completed,2021-01-05
377,3827,2023-09-09,110,4,459.22,1836.88,Completed,2023-09-11
378,2146,2022-06-19,144,5,290.53,1452.65,Pending,
379,6534,2025-09-28,260,3,441.22,1323.66,Completed,2025-10-01
380,7824,2021-03-28,260,4,441.22,1764.88,Completed,2021-03-28
381,2584,2023-11-17,481,1,198.44,198.44,Completed,2023-11-18
382,6506,2023-08-05,207,3,188.53,565.59,Completed,2023-08-06
383,1119,2023-10-10,149,1,264.09,264.09,Completed,2023-10-12
384,1669,2021-05-10,499,4,215.18,860.72,Completed,2021-05-13
385,3251,2025-07-10,352,1,107.08,107.08,Completed,2025-07-13
386,6623,2020-10-11,242,5,140.47,702.35,Cancelled,
387,5991,2022-06-27,131,1,84.12,84.12,Completed,2022-06-30
388,6151,2022-02-09,491,3,372.87,1118.61,Cancelled,
389,3797,2023-01-05,202,2,68.21,136.42,Completed,2023-01-05
390,4364,2022-01-18,365,4,166.90,667.60,Completed,2022-01-19
391,788,2021-01-01,254,3,234.93,704.79,Completed,2021-01-03
392,2302,2023-03-05,16,5,32.82,164.10,Completed,2023-03-06
393,5959,2022-05-12,153,1,418.35,418.35,Completed,2022-05-15
394,7583,2022-09-21,289,1,322.69,322.69,Completed,2022-09-23
395,5342,2024-10-18,243,3,282.36,847.08,Completed,2024-10-21
396,5960,2024-01-13,419,4,402.48,1609.92,Completed,2024-01-14
397,7207,2020-11-05,190,1,380.48,380.48,Completed,2020-11-08
398,1203,2023-04-08,195,5,230.67,1153.35,Completed,2023-04-11
399,1100,2024-06-27,128,2,7.10,14.20,Completed,2024-06-28
400,58,2021-12-20,154,1,289.37,289.37,Completed,2021-12-21
401,844,2024-12-08,179,2,472.68,945.36,Completed,2024-12-08
402,2780,2025-06-25,162,2,447.44,894.88,Pending,
403,8169,2024-09-21,491,3,372.87,1118.61,Completed,2024-09-23
404,1714,2024-12-07,456,2,119.12,238.24,Completed,2024-12-09
405,6973,2025-10-04,82,5,359.87,1799.35,Cancelled,
406,8864,2020-12-05,144,2,290.53,581.06,Completed,2020-12-06
407,5007,2022-07-15,73,2,6.46,12.92,Completed,2022-07-17
408,6379,2020-09-25,276,3,205.70,617.10,Completed,2020-09-28
409,281,2023-05-29,413,2,430.91,861.82,Completed,2023-05-29
410,2349,2024-12-17,455,5,152.69,763.45,Cancelled,
411,7886,2025-03-11,137,2,186.55,373.10,Completed,2025-03-13
412,1350,2022-06-23,190,3,380.48,1141.44,Pending,
