product_id,product_name,category,price,cost,stock_quantity,reorder_level
161,Modern Novel 161,Books,325.70,168.70,623,91
162,Modern Webcam 162,Electronics,447.44,345.12,467,96
163,Compact Cookware Set 163,Home,197.17,194.88,686,19
164,Essential Towel 164,Sports,59.64,50.36,512,51
165,Classic Data Handbook 165,Books,484.87,428.00,327,29
166,Premium Pen Set 166,Office,83.59,37.18,255,14
167,Premium Desk Organizer 167,Office,126.89,54.90,315,68
168,Classic Keyboard 168,Electronics,288.43,182.67,641,45
169,Classic Desk Organizer 169,Office,230.20,93.68,673,82
170,Essential Monitor 170,Electronics,87.33,62.83,504,62
171,Essential Water Bottle 171,Sports,481.57,435.24,834,5
172,Modern Vase 172,Home,165.58,105.65,214,82
173,Premium Towel 173,Sports,218.62,179.03,76,72
174,Classic Business Guide 174,Books,34.97,23.75,958,49
175,Compact Webcam 175,Electronics,72.42,54.94,806,56
176,Premium Desk Organizer 176,Office,20.31,12.50,117,9
177,Premium Vase 177,Home,338.15,142.61,33,16
178,Essential Water Bottle 178,Sports,278.70,77.47,419,37
179,Premium Business Guide 179,Books,472.68,262.32,452,30
180,Compact Desk Organizer 180,Office,20.85,9.36,231,100
181,Premium Travel Guide 181,Books,134.17,75.96,533,36
182,Classic Desk Organizer 182,Office,132.43,90.51,918,84
183,Modern Webcam 183,Electronics,230.36,203.66,988,61
184,Compact Notebook 184,Office,271.40,118.43,556,96
185,Essential Speaker 185,Electronics,99.25,43.02,606,34
186,Premium Webcam 186,Electronics,93.48,85.83,835,5
187,Modern Planner 187,Office,370.63,160.83,152,2
188,Classic Notebook 188,Office,232.84,59.71,625,48
189,Compact Data Handbook 189,Books,149.89,77.43,293,36
190,Classic Webcam 190,Electronics,380.48,287.50,610,74
191,Modern Towel 191,Sports,209.60,86.36,590,83
192,Compact Data Handbook 192,Books,456.55,222.59,280,19
193,Essential Monitor 193,Electronics,205.64,81.54,997,34
194,Essential Cookbook 194,Books,12.10,3.29,745,21
195,Premium Water Bottle 195,Sports,230.67,184.82,164,67
196,Modern Travel Guide 196,Books,387.13,211.90,412,93
197,Compact Stapler 197,Office,360.43,346.28,75,19
198,Classic Cookware Set 198,Home,57.51,41.75,368,6
199,Classic Keyboard 199,Electronics,70.63,55.14,321,14
200,Premium Water Bottle 200,Sports,108.50,55.28,444,73
201,Premium Gym Bag 201,Sports,150.14,96.14,176,61
202,Compact Business Guide 202,Books,68.21,58.55,730,42
203,Classic Pen Set 203,Office,165.63,45.82,808,14
204,Classic Data Handbook 204,Books,413.59,391.99,832,48
205,Classic Cookbook 205,Books,34.81,26.47,657,32
206,Essential Lamp 206,Home,18.67,15.58,360,93
207,Premium Stapler 207,Office,188.53,98.40,949,6
208,Premium Keyboard 208,Electronics,294.68,172.07,206,48
209,Premium Vase 209,Home,384.25,359.64,506,77
210,Classic Novel 210,Books,96.97,31.13,623,40
211,Essential Desk Organizer 211,Office,428.72,400.84,394,36
212,Essential Gym Bag 212,Sports,247.42,107.21,489,90
213,Compact Webcam 213,Electronics,122.83,74.67,80,26
214,Classic Pen Set 214,Office,189.49,178.19,833,71
215,Classic Headphones 215,Electronics,85.51,73.95,423,6
216,Classic Monitor 216,Electronics,335.25,188.02,673,18
217,Classic Business Guide 217,Books,273.36,182.75,609,74
218,Modern Data Handbook 218,Books,94.83,36.67,972,54
219,Premium Speaker 219,Electronics,97.28,51.34,201,69
220,Premium Data Handbook 220,Books,354.13,213.84,782,46
221,Premium Keyboard 221,Electronics,129.66,119.26,569,17
222,Compact Water Bottle 222,Sports,382.46,340.35,3,15
223,Essential Cookware Set 223,Home,230.17,208.24,105,4
224,Compact Towel 224,Sports,321.17,238.64,853,58
225,Classic Travel Guide 225,Books,303.54,144.99,330,66
226,Modern Business Guide 226,Books,489.85,427.67,719,60
227,Modern Monitor 227,Electronics,296.06,243.77,283,92
228,Classic Water Bottle 228,Sports,122.19,119.10,576,58
229,Modern Yoga Mat 229,Sports,126.34,63.63,967,39
230,Essential Webcam 230,Electronics,431.66,147.51,736,27
231,Essential Cookbook 231,Books,119.26,105.03,417,41
232,Essential Planner 232,Office,231.29,155.79,175,27
233,Essential Speaker 233,Electronics,471.16,324.79,588,53
234,Premium Planner 234,Office,452.49,329.44,280,42
235,Premium Water Bottle 235,Sports,96.00,85.84,72,94
236,Compact Webcam 236,Electronics,139.92,101.27,949,82
237,Premium Storage Box 237,Home,231.78,148.16,721,18
238,Compact Novel 238,Books,278.69,183.85,683,2
239,Modern Speaker 239,Electronics,267.48,78.43,390,73
240,Classic Gym Bag 240,Sports,193.99,60.31,284,49
241,Classic Gym Bag 241,Sports,367.70,249.90,622,45
242,Essential Monitor 242,Electronics,140.47,94.73,636,63
243,Modern Webcam 243,Electronics,282.36,124.20,815,72
244,Compact Vase 244,Home,273.99,103.47,945,10
245,Modern Resistance Band 245,Sports,392.29,275.00,262,99
246,Essential Resistance Band 246,Sports,445.30,350.85,130,58
247,Essential Resistance Band 247,Sports,155.35,142.48,64,73
248,Essential Novel 248,Books,481.27,425.27,404,22
249,Compact Stapler 249,Office,22.08,21.85,445,89
250,Modern Webcam 250,Electronics,370.88,350.08,486,73
251,Essential Notebook 251,Office,465.41,355.00,764,34
252,Essential Stapler 252,Office,455.81,190.04,797,86
253,Compact Travel Guide 253,Books,21.67,21.01,234,82
254,Classic Storage Box 254,Home,234.93,65.47,523,72
255,Modern Water Bottle 255,Sports,126.07,45.63,706,87
256,Classic Vase 256,Home,304.54,231.74,700,89
257,Classic Travel Guide 257,Books,122.22,86.31,56,94
258,Classic Notebook 258,Office,88.88,65.85,484,2
259,Modern Speaker 259,Electronics,107.16,51.50,520,5
260,Modern Stapler 260,Office,441.22,315.35,667,52
261,Premium Vase 261,Home,498.69,321.92,596,46
262,Classic Desk Organizer 262,Office,160.96,138.33,666,41
263,Premium Speaker 263,Electronics,280.15,120.68,364,62
264,Classic Stapler 264,Office,217.15,162.18,612,8
265,Classic Resistance Band 265,Sports,255.56,204.41,808,38
266,Compact Towel 266,Sports,446.39,413.68,283,31
267,Premium Vase 267,Home,383.92,155.58,210,49
268,Modern Pen Set 268,Office,231.05,183.78,477,44
269,Classic Gym Bag 269,Sports,478.56,289.24,453,5
270,Classic Business Guide 270,Books,11.83,4.05,801,38
271,Compact Yoga Mat 271,Sports,154.90,50.98,49,93
272,Compact Water Bottle 272,Sports,477.99,131.26,47,33
273,Essential Vase 273,Home,220.64,130.44,449,27
274,Essential Notebook 274,Office,328.06,227.43,299,7
275,Modern Water Bottle 275,Sports,477.61,227.21,151,49
276,Classic Speaker 276,Electronics,205.70,150.08,357,25
277,Essential Water Bottle 277,Sports,490.83,217.52,579,30
278,Essential Towel 278,Sports,192.52,113.64,612,54
279,Modern Resistance Band 279,Sports,75.32,66.82,909,90
280,Compact Speaker 280,Electronics,183.59,141.56,77,24
281,Essential Business Guide 281,Books,258.31,177.67,624,58
282,Essential Yoga Mat 282,Sports,66.70,63.00,448,95
283,Classic Towel 283,Sports,11.53,9.37,637,27
284,Classic Cookware Set 284,Home,366.12,295.30,263,63
285,Modern Yoga Mat 285,Sports,269.90,231.51,528,95
286,Premium Planner 286,Office,252.30,210.98,56,91
287,Classic Travel Guide 287,Books,164.60,81.82,463,97
288,Modern Speaker 288,Electronics,87.00,68.91,403,26
289,Compact Desk Organizer 289,Office,322.69,309.34,42,46
290,Premium Vase 290,Home,44.40,31.80,535,15
291,Compact Vase 291,Home,151.12,68.47,55,46
292,Essential Pen Set 292,Office,378.50,159.69,147,99
293,Essential Planner 293,Office,43.55,27.12,428,61
294,Modern Towel Set 294,Home,286.71,227.30,783,64
295,Essential Novel 295,Books,173.98,59.09,676,88
296,Compact Pen Set 296,Office,466.38,434.59,988,66
297,Essential Data Handbook 297,Books,242.73,148.49,432,94
298,Classic Pen Set 298,Office,469.77,210.84,504,79
299,Essential Stapler 299,Office,248.24,184.40,351,41
300,Classic Cookware Set 300,Home,5.02,1.31,666,68
301,Modern Monitor 301,Electronics,191.18,69.90,874,67
302,Essential Headphones 302,Electronics,145.18,116.67,154,49
303,Premium Stapler 303,Office,206.03,146.66,432,56
304,Premium Travel Guide 304,Books,185.31,97.11,791,32
305,Premium Headphones 305,Electronics,11.77,6.53,715,91
306,Essential Webcam 306,Electronics,491.04,371.69,209,70
307,Classic Novel 307,Books,28.80,17.43,894,96
308,Premium Storage Box 308,Home,19.82,5.29,846,8
309,Premium Lamp 309,Home,442.58,336.15,832,45
310,Classic Resistance Band 310,Sports,410.55,302.53,322,58
311,Modern Planner 311,Office,282.58,214.10,941,90
312,Modern Data Handbook 312,Books,477.29,327.64,737,8
313,Compact Monitor 313,Electronics,421.98,291.75,357,61
314,Essential Yoga Mat 314,Sports,323.68,270.28,80,23
315,Premium Yoga Mat 315,Sports,225.74,72.07,685,61
316,Essential Cookware Set 316,Home,105.61,38.27,403,46
317,Modern Storage Box 317,Home,150.72,93.01,274,85
318,Compact Desk Organizer 318,Office,30.57,16.91,188,16
319,Classic Speaker 319,Electronics,399.09,103.48,113,64
320,Premium Notebook 320,Office,163.87,124.98,23,67
321,Essential Speaker 321,Electronics,242.77,213.96,989,7
322,Classic Towel 322,Sports,464.65,240.67,75,1
323,Compact Speaker 323,Electronics,253.54,75.94,781,20
324,Classic Webcam 324,Electronics,197.74,85.27,786,30
325,Modern Towel Set 325,Home,441.11,314.21,260,46
326,Compact Cookware Set 326,Home,142.01,135.41,118,30
327,Modern Water Bottle 327,Sports,215.26,191.43,598,74
328,Compact Towel Set 328,Home,327.95,93.98,925,22
329,Classic Novel 329,Books,71.65,44.29,417,15
330,Compact Data Handbook 330,Books,43.65,20.85,11,84
331,Modern Travel Guide 331,Books,465.56,180.82,657,82
332,Classic Cookware Set 332,Home,468.81,123.71,977,82
333,Premium Desk Organizer 333,Office,137.02,98.09,441,28
334,Compact Cookware Set 334,Home,210.49,89.94,835,34
335,Modern Headphones 335,Electronics,202.09,191.21,137,23
336,Premium Stapler 336,Office,167.42,103.99,785,92
337,Compact Storage Box 337,Home,219.60,57.59,596,12
338,Modern Travel Guide 338,Books,182.16,153.51,754,35
339,Essential Speaker 339,Electronics,399.66,156.44,675,97
340,Classic Data Handbook 340,Books,240.40,226.20,827,91
341,Essential Webcam 341,Electronics,416.84,265.23,318,67
342,Premium Resistance Band 342,Sports,313.70,272.82,94,4
343,Modern Towel Set 343,Home,181.84,48.67,840,72
344,Modern Gym Bag 344,Sports,6.70,4.05,648,8
345,Premium Storage Box 345,Home,283.17,193.12,915,98
346,Classic Towel Set 346,Home,32.13,26.93,59,40
347,Essential Resistance Band 347,Sports,166.66,71.62,932,67
348,Premium Business Guide 348,Books,59.14,45.39,723,70
349,Modern Data Handbook 349,Books,418.99,114.53,561,20
350,Essential Cookbook 350,Books,436.78,199.16,759,5
351,Essential Planner 351,Office,79.00,57.29,96,6
352,Essential Gym Bag 352,Sports,107.08,48.76,150,68
353,Essential Yoga Mat 353,Sports,175.08,75.60,98,3
354,Premium Stapler 354,Office,351.52,296.10,145,99
355,Premium Towel 355,Sports,402.23,241.81,273,90
356,Classic Cookware Set 356,Home,31.57,11.37,105,70
357,Essential Stapler 357,Office,157.46,131.75,233,36
358,Premium Planner 358,Office,19.22,10.27,953,17
359,Compact Storage Box 359,Home,238.03,184.26,107,30
360,Classic Towel 360,Sports,140.50,124.78,984,23
361,Premium Pen Set 361,Office,66.77,35.63,966,60
362,Classic Travel Guide 362,Books,304.93,110.07,867,94
363,Modern Pen Set 363,Office,434.45,238.68,576,71
364,Premium Headphones 364,Electronics,81.58,79.56,824,7
365,Classic Vase 365,Home,166.90,64.27,671,38
366,Premium Towel Set 366,Home,297.22,77.97,987,27
367,Essential Travel Guide 367,Books,75.00,47.56,88,70
368,Classic Cookware Set 368,Home,29.69,13.82,903,79
369,Modern Keyboard 369,Electronics,81.28,47.59,753,82
370,Compact Towel Set 370,Home,342.10,313.72,681,99
371,Modern Lamp 371,Home,285.07,140.34,257,11
372,Classic Stapler 372,Office,489.62,423.15,752,96
373,Essential Storage Box 373,Home,473.99,167.29,629,63
374,Classic Desk Organizer 374,Office,283.23,143.68,232,48
375,Essential Cookbook 375,Books,392.27,229.87,492,85
376,Classic Headphones 376,Electronics,7.43,2.89,457,31
377,Classic Novel 377,Books,487.94,211.12,128,22
378,Classic Resistance Band 378,Sports,112.68,78.41,130,62
379,Classic Towel 379,Sports,447.60,356.13,932,17
380,Compact Monitor 380,Electronics,347.85,168.48,809,92
381,Compact Pen Set 381,Office,333.41,316.29,995,27
382,Compact Water Bottle 382,Sports,172.34,124.55,607,79
383,Classic Speaker 383,Electronics,282.60,158.27,476,50
384,Classic Speaker 384,Electronics,110.53,58.70,812,20
385,Premium Business Guide 385,Books,439.58,406.82,290,26
386,Classic Resistance Band 386,Sports,361.80,103.91,543,3
387,Classic Planner 387,Office,112.87,73.09,130,18
388,Modern Cookware Set 388,Home,144.38,123.37,27,82
389,Premium Resistance Band 389,Sports,270.99,203.82,240,4
390,Modern Business Guide 390,Books,206.61,80.83,979,65
391,Premium Cookware Set 391,Home,206.52,146.03,111,91
392,Essential Storage Box 392,Home,390.90,346.64,14,0
393,Compact Vase 393,Home,25.71,23.67,617,12
394,Essential Notebook 394,Office,243.54,178.22,66,16
395,Classic Resistance Band 395,Sports,249.41,247.73,975,51
396,Premium Planner 396,Office,283.38,142.43,296,40
397,Classic Stapler 397,Office,132.29,43.64,538,81
398,Essential Gym Bag 398,Sports,179.80,85.75,633,34
399,Premium Storage Box 399,Home,439.10,265.01,672,1
400,Compact Vase 400,Home,329.37,100.37,566,28
401,Classic Resistance Band 401,Sports,209.90,95.91,81,51
402,Classic Vase 402,Home,385.22,151.94,203,56
403,Essential Water Bottle 403,Sports,475.38,322.31,914,55
404,Essential Desk Organizer 404,Office,322.60,177.69,53,39
405,Classic Monitor 405,Electronics,82.75,72.45,675,99
406,Essential Monitor 406,Electronics,424.92,348.73,790,40
407,Premium Webcam 407,Electronics,465.31,275.07,307,0
408,Essential Monitor 408,Electronics,479.63,172.91,303,100
409,Classic Gym Bag 409,Sports,372.82,287.79,672,84
410,Classic Keyboard 410,Electronics,449.32,251.26,246,29
411,Essential Keyboard 411,Electronics,105.10,30.51,112,27
412,Classic Speaker 412,Electronics,120.39,89.17,196,90
413,Premium Pen Set 413,Office,430.91,207.95,727,36
414,Compact Travel Guide 414,Books,314.40,83.58,274,54
415,Essential Headphones 415,Electronics,240.44,147.11,510,23
416,Modern Stapler 416,Office,351.65,312.94,990,19
417,Premium Notebook 417,Office,365.07,96.76,624,34
418,Compact Resistance Band 418,Sports,136.36,54.34,382,41
419,Compact Planner 419,Office,402.48,149.80,126,26
420,Premium Stapler 420,Office,407.05,197.10,696,90
421,Compact Storage Box 421,Home,135.44,78.00,762,9
422,Essential Water Bottle 422,Sports,130.23,34.65,53,94
423,Modern Towel 423,Sports,381.86,215.69,189,97
424,Classic Business Guide 424,Books,252.12,127.63,707,43
425,Modern Notebook 425,Office,431.11,385.74,89,51
426,Premium Cookbook 426,Books,36.72,28.05,605,31
427,Compact Business Guide 427,Books,422.99,163.23,223,83
428,Essential Webcam 428,Electronics,131.90,127.74,663,16
429,Compact Data Handbook 429,Books,126.26,63.09,577,86
430,Modern Vase 430,Home,324.68,304.01,688,88
431,Compact Pen Set 431,Office,92.64,51.24,423,41
432,Modern Planner 432,Office,378.21,161.89,328,84
433,Compact Stapler 433,Office,112.18,49.07,547,90
434,Classic Speaker 434,Electronics,339.71,233.34,217,23
435,Premium Cookbook 435,Books,143.17,105.01,628,9
436,Classic Speaker 436,Electronics,324.55,264.80,149,44
437,Classic Desk Organizer 437,Office,277.63,88.53,577,66
438,Compact Speaker 438,Electronics,62.75,62.63,169,76
439,Essential Notebook 439,Office,51.88,41.72,972,8
440,Modern Pen Set 440,Office,286.53,161.44,689,94
441,Premium Pen Set 441,Office,429.45,262.50,53,95
442,Premium Vase 442,Home,458.22,365.20,961,8
443,Essential Data Handbook 443,Books,321.50,211.48,807,13
444,Classic Cookbook 444,Books,485.59,241.58,741,61
445,Compact Towel Set 445,Home,197.63,74.83,211,50
446,Essential Monitor 446,Electronics,238.85,123.44,317,63
447,Modern Data Handbook 447,Books,74.52,33.03,892,13
448,Premium Data Handbook 448,Books,354.08,313.87,249,83
449,Premium Vase 449,Home,212.44,179.97,520,34
450,Premium Resistance Band 450,Sports,58.39,51.42,253,1
451,Classic Desk Organizer 451,Office,440.08,127.69,222,3
452,Premium Cookbook 452,Books,203.87,120.06,985,37
453,Classic Planner 453,Office,97.03,34.79,469,97
454,Modern Travel Guide 454,Books,127.55,32.16,78,53
455,Essential Water Bottle 455,Sports,152.69,93.65,568,40
456,Compact Monitor 456,Electronics,119.12,93.51,110,16
457,Premium Towel 457,Sports,159.44,129.80,888,6
458,Compact Gym Bag 458,Sports,221.87,105.68,611,56
459,Compact Gym Bag 459,Sports,460.64,313.87,298,61
460,Essential Cookbook 460,Books,400.26,100.58,653,6
461,Essential Vase 461,Home,171.28,119.14,520,31
462,Essential Towel Set 462,Home,495.20,294.32,548,37
463,Essential Planner 463,Office,450.13,254.15,528,32
464,Premium Headphones 464,Electronics,291.15,115.40,708,75
465,Classic Lamp 465,Home,128.28,91.42,91,36
466,Essential Business Guide 466,Books,204.35,126.95,862,60
467,Classic Pen Set 467,Office,439.37,322.81,602,0
468,Classic Travel Guide 468,Books,243.88,76.60,505,98
469,Modern Towel 469,Sports,286.74,183.13,50,27
470,Classic Monitor 470,Electronics,394.28,215.11,608,33
471,Essential Monitor 471,Electronics,156.16,113.56,432,82
472,Premium Speaker 472,Electronics,31.70,30.21,253,94
473,Essential Desk Organizer 473,Office,56.70,33.14,259,17
474,Premium Water Bottle 474,Sports,316.89,247.92,183,42
475,Compact Towel 475,Sports,161.98,148.79,147,31
476,Modern Speaker 476,Electronics,487.89,293.04,652,48
477,Modern Webcam 477,Electronics,346.93,327.83,227,26
478,Classic Vase 478,Home,90.18,28.03,364,41
479,Essential Travel Guide 479,Books,16.89,6.20,263,28
480,Modern Pen Set 480,Office,27.08,10.08,739,70
481,Essential Towel 481,Sports,198.44,90.74,612,87
482,Compact Data Handbook 482,Books,431.58,340.51,474,12
483,Classic Resistance Band 483,Sports,455.80,258.44,16,1
484,Essential Vase 484,Home,144.57,68.56,102,87
485,Premium Vase 485,Home,324.61,149.75,973,63
486,Premium Vase 486,Home,176.75,54.05,965,31
487,Essential Keyboard 487,Electronics,202.22,191.93,788,65
488,Modern Desk Organizer 488,Office,168.35,151.84,33,37
489,Premium Notebook 489,Office,90.37,54.14,125,87
490,Essential Notebook 490,Office,54.35,53.33,968,3
